country,Year,success,internationalAttack,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
Germany             ,1994,1,0,Desconhecido                       ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,1
Cyprus              ,1994,1,0,Bombardeamento             ,TargetType,Instituto Educacional    , Edifício Educacional,Desconhecido                                           ,0,0
Germany             ,1994,1,1,Assalto                       ,TargetType,Negócios                 ,Desconhecido                                           ,Desconhecido                                           ,2,0
Spain               ,1994,0,0,Assassinato                 ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
Spain               ,1994,0,0,Assassinato                 ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,1994,1,1,Desconhecido                       ,TargetType,Forças Militares            ,Pessoal Militar                                ,Desconhecido                                           ,0,8
Spain               ,1994,1,1,Assalto                       ,TargetType,Negócios                 ,Banco                                              ,Basque Fatherland and Freedom (ETA)               ,0,0
Austria             ,1994,0,0,Bombardeamento             ,TargetType,Jornalismo e Media         ,Jornal                                         ,Right-wing extremists                             ,0,0
Austria             ,1994,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Right-wing extremists                             ,0,0
Austria             ,1994,0,0,Bombardeamento             ,TargetType,Negócios                 ,Industrial                                        ,Right-wing extremists                             ,0,0
France              ,1994,1,1,Reféns               ,TargetType,Policia              ,Organizações Policiais                                    ,Desconhecido                                           ,4,6
Austria             ,1994,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Right-wing extremists                             ,0,0
